,min_cost,best_plant,best_port_price,best_port
85,4.7563741745191,PLANT16,2.8365666666666662,PORT09
86,4.7563741745191,PLANT16,2.8365666666666662,PORT09
87,4.7563741745191,PLANT16,2.8365666666666662,PORT09
88,4.7563741745191,PLANT16,2.8365666666666662,PORT09
89,4.7563741745191,PLANT16,2.8365666666666662,PORT09
90,4.7563741745191,PLANT16,2.8365666666666662,PORT09
91,4.7563741745191,PLANT16,2.8365666666666662,PORT09
92,4.7563741745191,PLANT16,2.8365666666666662,PORT09
93,4.7563741745191,PLANT16,2.8365666666666662,PORT09
94,4.7563741745191,PLANT16,2.8365666666666662,PORT09
95,4.7563741745191,PLANT16,2.8365666666666662,PORT09
96,4.7563741745191,PLANT16,2.8365666666666662,PORT09
97,4.7563741745191,PLANT16,2.8365666666666662,PORT09
98,4.7563741745191,PLANT16,2.8365666666666662,PORT09
99,4.7563741745191,PLANT16,2.8365666666666662,PORT09
100,4.7563741745191,PLANT16,2.8365666666666662,PORT09
101,4.7563741745191,PLANT16,2.8365666666666662,PORT09
102,4.7563741745191,PLANT16,2.8365666666666662,PORT09
103,4.7563741745191,PLANT16,2.8365666666666662,PORT09
104,4.7563741745191,PLANT16,2.8365666666666662,PORT09
105,4.7563741745191,PLANT16,2.8365666666666662,PORT09
106,4.7563741745191,PLANT16,2.8365666666666662,PORT09
107,4.7563741745191,PLANT16,2.8365666666666662,PORT09
108,4.7563741745191,PLANT16,2.8365666666666662,PORT09
109,4.7563741745191,PLANT16,2.8365666666666662,PORT09
110,4.7563741745191,PLANT16,2.8365666666666662,PORT09
111,4.7563741745191,PLANT16,2.8365666666666662,PORT09
112,4.7563741745191,PLANT16,2.8365666666666662,PORT09
113,4.7563741745191,PLANT16,2.8365666666666662,PORT09
114,4.7563741745191,PLANT16,2.8365666666666662,PORT09
115,4.7563741745191,PLANT16,2.8365666666666662,PORT09
116,4.7563741745191,PLANT16,2.8365666666666662,PORT09
117,4.7563741745191,PLANT16,2.8365666666666662,PORT09
118,4.7563741745191,PLANT16,2.8365666666666662,PORT09
119,4.7563741745191,PLANT16,2.8365666666666662,PORT09
120,4.7563741745191,PLANT16,2.8365666666666662,PORT09
121,4.7563741745191,PLANT16,2.8365666666666662,PORT09
122,4.7563741745191,PLANT16,2.8365666666666662,PORT09
123,4.7563741745191,PLANT16,2.8365666666666662,PORT09
124,4.7563741745191,PLANT16,2.8365666666666662,PORT09
125,4.7563741745191,PLANT16,2.8365666666666662,PORT09
126,4.7563741745191,PLANT16,2.8365666666666662,PORT09
127,4.7563741745191,PLANT16,2.8365666666666662,PORT09
128,4.7563741745191,PLANT16,2.8365666666666662,PORT09
129,4.7563741745191,PLANT16,2.8365666666666662,PORT09
130,4.7563741745191,PLANT16,2.8365666666666662,PORT09
131,4.7563741745191,PLANT16,2.8365666666666662,PORT09
132,4.7563741745191,PLANT16,2.8365666666666662,PORT09
133,4.7563741745191,PLANT16,2.8365666666666662,PORT09
134,4.7563741745191,PLANT16,2.8365666666666662,PORT09
135,4.7563741745191,PLANT16,2.8365666666666662,PORT09
136,4.7563741745191,PLANT16,2.8365666666666662,PORT09
137,4.7563741745191,PLANT16,2.8365666666666662,PORT09
138,4.7563741745191,PLANT16,2.8365666666666662,PORT09
139,2.458215311538882,PLANT03,1.94071341991342,PORT04
140,2.458215311538882,PLANT03,1.94071341991342,PORT04
141,2.458215311538882,PLANT03,1.94071341991342,PORT04
142,2.458215311538882,PLANT03,1.94071341991342,PORT04
143,2.458215311538882,PLANT03,1.94071341991342,PORT04
144,2.458215311538882,PLANT03,1.94071341991342,PORT04
145,2.458215311538882,PLANT03,1.94071341991342,PORT04
146,2.458215311538882,PLANT03,1.94071341991342,PORT04
147,2.458215311538882,PLANT03,1.94071341991342,PORT04
148,2.458215311538882,PLANT03,1.94071341991342,PORT04
149,2.458215311538882,PLANT03,1.94071341991342,PORT04
150,2.458215311538882,PLANT03,1.94071341991342,PORT04
151,2.458215311538882,PLANT03,1.94071341991342,PORT04
152,2.458215311538882,PLANT03,1.94071341991342,PORT04
153,2.458215311538882,PLANT03,1.94071341991342,PORT04
154,2.458215311538882,PLANT03,1.94071341991342,PORT04
155,2.458215311538882,PLANT03,1.94071341991342,PORT04
156,2.458215311538882,PLANT03,1.94071341991342,PORT04
157,2.458215311538882,PLANT03,1.94071341991342,PORT04
158,2.458215311538882,PLANT03,1.94071341991342,PORT04
159,2.458215311538882,PLANT03,1.94071341991342,PORT04
160,2.458215311538882,PLANT03,1.94071341991342,PORT04
161,2.458215311538882,PLANT03,1.94071341991342,PORT04
162,2.458215311538882,PLANT03,1.94071341991342,PORT04
163,2.458215311538882,PLANT03,1.94071341991342,PORT04
164,2.458215311538882,PLANT03,1.94071341991342,PORT04
165,2.458215311538882,PLANT03,1.94071341991342,PORT04
166,2.458215311538882,PLANT03,1.94071341991342,PORT04
167,2.458215311538882,PLANT03,1.94071341991342,PORT04
168,2.458215311538882,PLANT03,1.94071341991342,PORT04
169,2.458215311538882,PLANT03,1.94071341991342,PORT04
170,2.458215311538882,PLANT03,1.94071341991342,PORT04
171,2.458215311538882,PLANT03,1.94071341991342,PORT04
172,2.458215311538882,PLANT03,1.94071341991342,PORT04
173,2.458215311538882,PLANT03,1.94071341991342,PORT04
174,2.458215311538882,PLANT03,1.94071341991342,PORT04
175,2.458215311538882,PLANT03,1.94071341991342,PORT04
176,2.458215311538882,PLANT03,1.94071341991342,PORT04
177,2.458215311538882,PLANT03,1.94071341991342,PORT04
178,2.458215311538882,PLANT03,1.94071341991342,PORT04
179,2.458215311538882,PLANT03,1.94071341991342,PORT04
180,2.458215311538882,PLANT03,1.94071341991342,PORT04
181,2.405784517296355,PLANT09,1.94071341991342,PORT04
182,2.405784517296355,PLANT09,1.94071341991342,PORT04
183,2.405784517296355,PLANT09,1.94071341991342,PORT04
184,2.405784517296355,PLANT09,1.94071341991342,PORT04
185,2.405784517296355,PLANT09,1.94071341991342,PORT04
186,2.405784517296355,PLANT09,1.94071341991342,PORT04
187,2.405784517296355,PLANT09,1.94071341991342,PORT04
188,2.458215311538882,PLANT03,1.94071341991342,PORT04
189,2.458215311538882,PLANT03,1.94071341991342,PORT04
190,2.458215311538882,PLANT03,1.94071341991342,PORT04
191,2.458215311538882,PLANT03,1.94071341991342,PORT04
192,2.458215311538882,PLANT03,1.94071341991342,PORT04
193,2.458215311538882,PLANT03,1.94071341991342,PORT04
194,2.458215311538882,PLANT03,1.94071341991342,PORT04
195,2.458215311538882,PLANT03,1.94071341991342,PORT04
196,2.458215311538882,PLANT03,1.94071341991342,PORT04
197,2.458215311538882,PLANT03,1.94071341991342,PORT04
198,2.458215311538882,PLANT03,1.94071341991342,PORT04
199,2.458215311538882,PLANT03,1.94071341991342,PORT04
200,2.458215311538882,PLANT03,1.94071341991342,PORT04
201,2.458215311538882,PLANT03,1.94071341991342,PORT04
202,2.458215311538882,PLANT03,1.94071341991342,PORT04
203,2.458215311538882,PLANT03,1.94071341991342,PORT04
204,2.458215311538882,PLANT03,1.94071341991342,PORT04
205,2.458215311538882,PLANT03,1.94071341991342,PORT04
206,2.458215311538882,PLANT03,1.94071341991342,PORT04
207,2.458215311538882,PLANT03,1.94071341991342,PORT04
208,2.458215311538882,PLANT03,1.94071341991342,PORT04
209,2.458215311538882,PLANT03,1.94071341991342,PORT04
210,2.458215311538882,PLANT03,1.94071341991342,PORT04
211,2.458215311538882,PLANT03,1.94071341991342,PORT04
212,2.458215311538882,PLANT03,1.94071341991342,PORT04
213,2.458215311538882,PLANT03,1.94071341991342,PORT04
214,2.458215311538882,PLANT03,1.94071341991342,PORT04
215,2.458215311538882,PLANT03,1.94071341991342,PORT04
216,2.458215311538882,PLANT03,1.94071341991342,PORT04
217,2.458215311538882,PLANT03,1.94071341991342,PORT04
218,2.458215311538882,PLANT03,1.94071341991342,PORT04
219,2.458215311538882,PLANT03,1.94071341991342,PORT04
220,2.458215311538882,PLANT03,1.94071341991342,PORT04
221,2.458215311538882,PLANT03,1.94071341991342,PORT04
222,2.458215311538882,PLANT03,1.94071341991342,PORT04
223,2.458215311538882,PLANT03,1.94071341991342,PORT04
224,2.458215311538882,PLANT03,1.94071341991342,PORT04
225,2.458215311538882,PLANT03,1.94071341991342,PORT04
226,2.458215311538882,PLANT03,1.94071341991342,PORT04
227,2.458215311538882,PLANT03,1.94071341991342,PORT04
228,2.458215311538882,PLANT03,1.94071341991342,PORT04
229,2.458215311538882,PLANT03,1.94071341991342,PORT04
230,2.458215311538882,PLANT03,1.94071341991342,PORT04
231,2.458215311538882,PLANT03,1.94071341991342,PORT04
232,2.458215311538882,PLANT03,1.94071341991342,PORT04
233,2.458215311538882,PLANT03,1.94071341991342,PORT04
234,2.458215311538882,PLANT03,1.94071341991342,PORT04
235,2.458215311538882,PLANT03,1.94071341991342,PORT04
236,2.458215311538882,PLANT03,1.94071341991342,PORT04
237,2.458215311538882,PLANT03,1.94071341991342,PORT04
238,2.458215311538882,PLANT03,1.94071341991342,PORT04
239,2.458215311538882,PLANT03,1.94071341991342,PORT04
240,2.458215311538882,PLANT03,1.94071341991342,PORT04
241,2.458215311538882,PLANT03,1.94071341991342,PORT04
242,2.458215311538882,PLANT03,1.94071341991342,PORT04
243,2.458215311538882,PLANT03,1.94071341991342,PORT04
244,2.458215311538882,PLANT03,1.94071341991342,PORT04
245,2.458215311538882,PLANT03,1.94071341991342,PORT04
246,2.458215311538882,PLANT03,1.94071341991342,PORT04
247,2.458215311538882,PLANT03,1.94071341991342,PORT04
248,2.458215311538882,PLANT03,1.94071341991342,PORT04
249,2.458215311538882,PLANT03,1.94071341991342,PORT04
250,2.458215311538882,PLANT03,1.94071341991342,PORT04
251,2.458215311538882,PLANT03,1.94071341991342,PORT04
252,2.458215311538882,PLANT03,1.94071341991342,PORT04
253,2.458215311538882,PLANT03,1.94071341991342,PORT04
254,2.458215311538882,PLANT03,1.94071341991342,PORT04
255,2.458215311538882,PLANT03,1.94071341991342,PORT04
256,2.458215311538882,PLANT03,1.94071341991342,PORT04
257,2.458215311538882,PLANT03,1.94071341991342,PORT04
258,2.458215311538882,PLANT03,1.94071341991342,PORT04
259,2.458215311538882,PLANT03,1.94071341991342,PORT04
260,2.458215311538882,PLANT03,1.94071341991342,PORT04
261,2.458215311538882,PLANT03,1.94071341991342,PORT04
262,2.458215311538882,PLANT03,1.94071341991342,PORT04
263,2.458215311538882,PLANT03,1.94071341991342,PORT04
264,2.458215311538882,PLANT03,1.94071341991342,PORT04
265,2.458215311538882,PLANT03,1.94071341991342,PORT04
266,2.458215311538882,PLANT03,1.94071341991342,PORT04
267,2.458215311538882,PLANT03,1.94071341991342,PORT04
268,2.458215311538882,PLANT03,1.94071341991342,PORT04
269,2.458215311538882,PLANT03,1.94071341991342,PORT04
270,2.458215311538882,PLANT03,1.94071341991342,PORT04
271,2.458215311538882,PLANT03,1.94071341991342,PORT04
272,2.458215311538882,PLANT03,1.94071341991342,PORT04
273,2.458215311538882,PLANT03,1.94071341991342,PORT04
274,2.458215311538882,PLANT03,1.94071341991342,PORT04
275,2.458215311538882,PLANT03,1.94071341991342,PORT04
276,2.458215311538882,PLANT03,1.94071341991342,PORT04
277,2.458215311538882,PLANT03,1.94071341991342,PORT04
278,2.458215311538882,PLANT03,1.94071341991342,PORT04
279,2.458215311538882,PLANT03,1.94071341991342,PORT04
280,2.458215311538882,PLANT03,1.94071341991342,PORT04
281,2.3682774737041843,PLANT10,1.874695575221239,PORT02
282,2.3682774737041843,PLANT10,1.874695575221239,PORT02
283,2.3682774737041843,PLANT10,1.874695575221239,PORT02
284,2.3682774737041843,PLANT10,1.874695575221239,PORT02
285,2.3682774737041843,PLANT10,1.874695575221239,PORT02
286,2.458215311538882,PLANT03,1.94071341991342,PORT04
287,2.458215311538882,PLANT03,1.94071341991342,PORT04
288,2.458215311538882,PLANT03,1.94071341991342,PORT04
289,2.458215311538882,PLANT03,1.94071341991342,PORT04
290,2.458215311538882,PLANT03,1.94071341991342,PORT04
291,2.458215311538882,PLANT03,1.94071341991342,PORT04
292,2.458215311538882,PLANT03,1.94071341991342,PORT04
293,2.458215311538882,PLANT03,1.94071341991342,PORT04
294,2.458215311538882,PLANT03,1.94071341991342,PORT04
295,2.458215311538882,PLANT03,1.94071341991342,PORT04
296,2.458215311538882,PLANT03,1.94071341991342,PORT04
297,2.458215311538882,PLANT03,1.94071341991342,PORT04
298,2.458215311538882,PLANT03,1.94071341991342,PORT04
299,2.458215311538882,PLANT03,1.94071341991342,PORT04
300,2.458215311538882,PLANT03,1.94071341991342,PORT04
301,2.458215311538882,PLANT03,1.94071341991342,PORT04
302,2.458215311538882,PLANT03,1.94071341991342,PORT04
303,2.458215311538882,PLANT03,1.94071341991342,PORT04
304,2.458215311538882,PLANT03,1.94071341991342,PORT04
305,2.458215311538882,PLANT03,1.94071341991342,PORT04
306,2.458215311538882,PLANT03,1.94071341991342,PORT04
307,2.458215311538882,PLANT03,1.94071341991342,PORT04
308,2.458215311538882,PLANT03,1.94071341991342,PORT04
309,2.458215311538882,PLANT03,1.94071341991342,PORT04
310,2.458215311538882,PLANT03,1.94071341991342,PORT04
311,2.458215311538882,PLANT03,1.94071341991342,PORT04
312,2.458215311538882,PLANT03,1.94071341991342,PORT04
313,2.458215311538882,PLANT03,1.94071341991342,PORT04
314,2.458215311538882,PLANT03,1.94071341991342,PORT04
315,2.458215311538882,PLANT03,1.94071341991342,PORT04
316,2.458215311538882,PLANT03,1.94071341991342,PORT04
317,2.458215311538882,PLANT03,1.94071341991342,PORT04
318,2.458215311538882,PLANT03,1.94071341991342,PORT04
319,2.458215311538882,PLANT03,1.94071341991342,PORT04
320,2.458215311538882,PLANT03,1.94071341991342,PORT04
321,2.3682774737041843,PLANT10,1.874695575221239,PORT02
322,2.3682774737041843,PLANT10,1.874695575221239,PORT02
323,2.3682774737041843,PLANT10,1.874695575221239,PORT02
324,2.458215311538882,PLANT03,1.94071341991342,PORT04
325,2.458215311538882,PLANT03,1.94071341991342,PORT04
326,2.458215311538882,PLANT03,1.94071341991342,PORT04
327,2.458215311538882,PLANT03,1.94071341991342,PORT04
328,2.458215311538882,PLANT03,1.94071341991342,PORT04
329,2.458215311538882,PLANT03,1.94071341991342,PORT04
330,2.458215311538882,PLANT03,1.94071341991342,PORT04
331,2.458215311538882,PLANT03,1.94071341991342,PORT04
332,2.458215311538882,PLANT03,1.94071341991342,PORT04
333,2.458215311538882,PLANT03,1.94071341991342,PORT04
334,2.458215311538882,PLANT03,1.94071341991342,PORT04
335,2.458215311538882,PLANT03,1.94071341991342,PORT04
336,2.458215311538882,PLANT03,1.94071341991342,PORT04
337,2.458215311538882,PLANT03,1.94071341991342,PORT04
338,2.458215311538882,PLANT03,1.94071341991342,PORT04
339,2.458215311538882,PLANT03,1.94071341991342,PORT04
340,2.458215311538882,PLANT03,1.94071341991342,PORT04
341,2.458215311538882,PLANT03,1.94071341991342,PORT04
342,2.458215311538882,PLANT03,1.94071341991342,PORT04
343,2.458215311538882,PLANT03,1.94071341991342,PORT04
344,2.458215311538882,PLANT03,1.94071341991342,PORT04
345,2.458215311538882,PLANT03,1.94071341991342,PORT04
346,2.458215311538882,PLANT03,1.94071341991342,PORT04
347,2.458215311538882,PLANT03,1.94071341991342,PORT04
348,2.458215311538882,PLANT03,1.94071341991342,PORT04
349,2.458215311538882,PLANT03,1.94071341991342,PORT04
350,2.458215311538882,PLANT03,1.94071341991342,PORT04
351,2.458215311538882,PLANT03,1.94071341991342,PORT04
352,2.458215311538882,PLANT03,1.94071341991342,PORT04
353,2.458215311538882,PLANT03,1.94071341991342,PORT04
354,2.458215311538882,PLANT03,1.94071341991342,PORT04
355,2.458215311538882,PLANT03,1.94071341991342,PORT04
356,2.458215311538882,PLANT03,1.94071341991342,PORT04
357,2.458215311538882,PLANT03,1.94071341991342,PORT04
358,2.458215311538882,PLANT03,1.94071341991342,PORT04
359,2.458215311538882,PLANT03,1.94071341991342,PORT04
360,2.458215311538882,PLANT03,1.94071341991342,PORT04
361,2.458215311538882,PLANT03,1.94071341991342,PORT04
362,2.458215311538882,PLANT03,1.94071341991342,PORT04
363,2.458215311538882,PLANT03,1.94071341991342,PORT04
364,2.458215311538882,PLANT03,1.94071341991342,PORT04
365,2.458215311538882,PLANT03,1.94071341991342,PORT04
366,2.458215311538882,PLANT03,1.94071341991342,PORT04
367,2.458215311538882,PLANT03,1.94071341991342,PORT04
368,2.458215311538882,PLANT03,1.94071341991342,PORT04
369,2.458215311538882,PLANT03,1.94071341991342,PORT04
370,2.458215311538882,PLANT03,1.94071341991342,PORT04
371,2.458215311538882,PLANT03,1.94071341991342,PORT04
372,2.458215311538882,PLANT03,1.94071341991342,PORT04
373,2.458215311538882,PLANT03,1.94071341991342,PORT04
374,2.458215311538882,PLANT03,1.94071341991342,PORT04
375,2.458215311538882,PLANT03,1.94071341991342,PORT04
376,2.458215311538882,PLANT03,1.94071341991342,PORT04
377,2.458215311538882,PLANT03,1.94071341991342,PORT04
378,2.458215311538882,PLANT03,1.94071341991342,PORT04
379,2.458215311538882,PLANT03,1.94071341991342,PORT04
380,2.458215311538882,PLANT03,1.94071341991342,PORT04
381,2.458215311538882,PLANT03,1.94071341991342,PORT04
382,2.458215311538882,PLANT03,1.94071341991342,PORT04
383,2.458215311538882,PLANT03,1.94071341991342,PORT04
384,2.458215311538882,PLANT03,1.94071341991342,PORT04
385,2.458215311538882,PLANT03,1.94071341991342,PORT04
386,2.458215311538882,PLANT03,1.94071341991342,PORT04
387,2.458215311538882,PLANT03,1.94071341991342,PORT04
388,2.458215311538882,PLANT03,1.94071341991342,PORT04
389,2.458215311538882,PLANT03,1.94071341991342,PORT04
390,2.458215311538882,PLANT03,1.94071341991342,PORT04
391,2.458215311538882,PLANT03,1.94071341991342,PORT04
392,2.458215311538882,PLANT03,1.94071341991342,PORT04
393,2.458215311538882,PLANT03,1.94071341991342,PORT04
394,2.458215311538882,PLANT03,1.94071341991342,PORT04
395,2.458215311538882,PLANT03,1.94071341991342,PORT04
396,2.458215311538882,PLANT03,1.94071341991342,PORT04
397,2.458215311538882,PLANT03,1.94071341991342,PORT04
398,2.458215311538882,PLANT03,1.94071341991342,PORT04
399,2.458215311538882,PLANT03,1.94071341991342,PORT04
400,2.458215311538882,PLANT03,1.94071341991342,PORT04
401,2.458215311538882,PLANT03,1.94071341991342,PORT04
402,2.458215311538882,PLANT03,1.94071341991342,PORT04
403,2.458215311538882,PLANT03,1.94071341991342,PORT04
404,2.458215311538882,PLANT03,1.94071341991342,PORT04
405,2.458215311538882,PLANT03,1.94071341991342,PORT04
406,2.458215311538882,PLANT03,1.94071341991342,PORT04
407,2.458215311538882,PLANT03,1.94071341991342,PORT04
408,2.458215311538882,PLANT03,1.94071341991342,PORT04
409,2.458215311538882,PLANT03,1.94071341991342,PORT04
410,2.458215311538882,PLANT03,1.94071341991342,PORT04
411,2.458215311538882,PLANT03,1.94071341991342,PORT04
412,2.458215311538882,PLANT03,1.94071341991342,PORT04
413,2.458215311538882,PLANT03,1.94071341991342,PORT04
414,2.458215311538882,PLANT03,1.94071341991342,PORT04
415,2.458215311538882,PLANT03,1.94071341991342,PORT04
416,2.458215311538882,PLANT03,1.94071341991342,PORT04
417,2.458215311538882,PLANT03,1.94071341991342,PORT04
418,2.458215311538882,PLANT03,1.94071341991342,PORT04
419,2.458215311538882,PLANT03,1.94071341991342,PORT04
420,2.458215311538882,PLANT03,1.94071341991342,PORT04
421,2.458215311538882,PLANT03,1.94071341991342,PORT04
422,2.458215311538882,PLANT03,1.94071341991342,PORT04
423,2.458215311538882,PLANT03,1.94071341991342,PORT04
424,2.458215311538882,PLANT03,1.94071341991342,PORT04
425,2.458215311538882,PLANT03,1.94071341991342,PORT04
426,2.458215311538882,PLANT03,1.94071341991342,PORT04
427,2.458215311538882,PLANT03,1.94071341991342,PORT04
428,2.458215311538882,PLANT03,1.94071341991342,PORT04
429,2.458215311538882,PLANT03,1.94071341991342,PORT04
430,2.458215311538882,PLANT03,1.94071341991342,PORT04
431,2.458215311538882,PLANT03,1.94071341991342,PORT04
432,2.458215311538882,PLANT03,1.94071341991342,PORT04
433,2.458215311538882,PLANT03,1.94071341991342,PORT04
434,2.458215311538882,PLANT03,1.94071341991342,PORT04
435,2.458215311538882,PLANT03,1.94071341991342,PORT04
436,2.458215311538882,PLANT03,1.94071341991342,PORT04
437,2.458215311538882,PLANT03,1.94071341991342,PORT04
438,2.458215311538882,PLANT03,1.94071341991342,PORT04
439,2.458215311538882,PLANT03,1.94071341991342,PORT04
440,2.458215311538882,PLANT03,1.94071341991342,PORT04
441,2.458215311538882,PLANT03,1.94071341991342,PORT04
442,2.458215311538882,PLANT03,1.94071341991342,PORT04
443,2.458215311538882,PLANT03,1.94071341991342,PORT04
444,2.458215311538882,PLANT03,1.94071341991342,PORT04
445,2.405784517296355,PLANT09,1.94071341991342,PORT04
446,2.458215311538882,PLANT03,1.94071341991342,PORT04
447,2.458215311538882,PLANT03,1.94071341991342,PORT04
448,2.458215311538882,PLANT03,1.94071341991342,PORT04
449,2.458215311538882,PLANT03,1.94071341991342,PORT04
450,2.458215311538882,PLANT03,1.94071341991342,PORT04
451,2.458215311538882,PLANT03,1.94071341991342,PORT04
452,2.458215311538882,PLANT03,1.94071341991342,PORT04
453,2.458215311538882,PLANT03,1.94071341991342,PORT04
454,2.458215311538882,PLANT03,1.94071341991342,PORT04
455,2.458215311538882,PLANT03,1.94071341991342,PORT04
456,2.458215311538882,PLANT03,1.94071341991342,PORT04
457,2.458215311538882,PLANT03,1.94071341991342,PORT04
458,2.458215311538882,PLANT03,1.94071341991342,PORT04
459,2.458215311538882,PLANT03,1.94071341991342,PORT04
460,2.458215311538882,PLANT03,1.94071341991342,PORT04
461,2.458215311538882,PLANT03,1.94071341991342,PORT04
462,2.458215311538882,PLANT03,1.94071341991342,PORT04
463,2.458215311538882,PLANT03,1.94071341991342,PORT04
464,2.458215311538882,PLANT03,1.94071341991342,PORT04
465,2.458215311538882,PLANT03,1.94071341991342,PORT04
466,2.458215311538882,PLANT03,1.94071341991342,PORT04
467,2.458215311538882,PLANT03,1.94071341991342,PORT04
468,2.458215311538882,PLANT03,1.94071341991342,PORT04
469,2.458215311538882,PLANT03,1.94071341991342,PORT04
470,2.458215311538882,PLANT03,1.94071341991342,PORT04
471,2.458215311538882,PLANT03,1.94071341991342,PORT04
472,2.458215311538882,PLANT03,1.94071341991342,PORT04
473,2.458215311538882,PLANT03,1.94071341991342,PORT04
474,2.458215311538882,PLANT03,1.94071341991342,PORT04
475,2.458215311538882,PLANT03,1.94071341991342,PORT04
